cell_id,POS,unimorph
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.SBJV.FUT,V,ARGNO2S;ARGAC1S;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.SBJV.FUT,V,ARGNO3S;ARGAC1S;SBJV;FUT
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.SBJV.FUT,V,ARGNO2P;ARGAC1S;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.SBJV.FUT,V,ARGNO3P;ARGAC1S;SBJV;FUT
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.SBJV.FUT,V,ARGNO1S;ARGAC2S;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.SBJV.FUT,V,ARGNO3S;ARGAC2S;SBJV;FUT
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.SBJV.FUT,V,ARGNO1P;ARGAC2S;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.SBJV.FUT,V,ARGNO3P;ARGAC2S;SBJV;FUT
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO1S;ARGAC3S;SBJV;FUT
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO2S;ARGAC3S;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO3S;ARGAC3S;SBJV;FUT
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO1P;ARGAC3S;SBJV;FUT
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO2P;ARGAC3S;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.SBJV.FUT,V,ARGNO3P;ARGAC3S;SBJV;FUT
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.SBJV.FUT,V,ARGNO2S;ARGAC1P;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.SBJV.FUT,V,ARGNO3S;ARGAC1P;SBJV;FUT
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.SBJV.FUT,V,ARGNO2P;ARGAC1P;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.SBJV.FUT,V,ARGNO3P;ARGAC1P;SBJV;FUT
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.SBJV.FUT,V,ARGNO1S;ARGAC2P;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.SBJV.FUT,V,ARGNO3S;ARGAC2P;SBJV;FUT
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.SBJV.FUT,V,ARGNO1P;ARGAC2P;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.SBJV.FUT,V,ARGNO3P;ARGAC2P;SBJV;FUT
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO1S;ARGAC3P;SBJV;FUT
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO2S;ARGAC3P;SBJV;FUT
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO3S;ARGAC3P;SBJV;FUT
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO1P;ARGAC3P;SBJV;FUT
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO2P;ARGAC3P;SBJV;FUT
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.SBJV.FUT,V,ARGNO3P;ARGAC3P;SBJV;FUT
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.present-perfect,V,ARGNO2S;ARGAC1S;IND;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.present-perfect,V,ARGNO3S;ARGAC1S;IND;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.present-perfect,V,ARGNO2P;ARGAC1S;IND;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.present-perfect,V,ARGNO3P;ARGAC1S;IND;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.present-perfect,V,ARGNO1S;ARGAC2S;IND;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.present-perfect,V,ARGNO3S;ARGAC2S;IND;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.present-perfect,V,ARGNO1P;ARGAC2S;IND;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.present-perfect,V,ARGNO3P;ARGAC2S;IND;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.present-perfect,V,ARGNO1S;ARGAC3S;IND;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.present-perfect,V,ARGNO2S;ARGAC3S;IND;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.present-perfect,V,ARGNO3S;ARGAC3S;IND;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.present-perfect,V,ARGNO1P;ARGAC3S;IND;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.present-perfect,V,ARGNO2P;ARGAC3S;IND;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.present-perfect,V,ARGNO3P;ARGAC3S;IND;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.present-perfect,V,ARGNO2S;ARGAC1P;IND;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.present-perfect,V,ARGNO3S;ARGAC1P;IND;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.present-perfect,V,ARGNO2P;ARGAC1P;IND;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.present-perfect,V,ARGNO3P;ARGAC1P;IND;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.present-perfect,V,ARGNO1S;ARGAC2P;IND;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.present-perfect,V,ARGNO3S;ARGAC2P;IND;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.present-perfect,V,ARGNO1P;ARGAC2P;IND;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.present-perfect,V,ARGNO3P;ARGAC2P;IND;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.present-perfect,V,ARGNO1S;ARGAC3P;IND;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.present-perfect,V,ARGNO2S;ARGAC3P;IND;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.present-perfect,V,ARGNO3S;ARGAC3P;IND;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.present-perfect,V,ARGNO1P;ARGAC3P;IND;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.present-perfect,V,ARGNO2P;ARGAC3P;IND;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.present-perfect,V,ARGNO3P;ARGAC3P;IND;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.pluperfect,V,ARGNO2S;ARGAC1S;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.pluperfect,V,ARGNO3S;ARGAC1S;IND;PST;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.pluperfect,V,ARGNO2P;ARGAC1S;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.pluperfect,V,ARGNO3P;ARGAC1S;IND;PST;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.pluperfect,V,ARGNO1S;ARGAC2S;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.pluperfect,V,ARGNO3S;ARGAC2S;IND;PST;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.pluperfect,V,ARGNO1P;ARGAC2S;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.pluperfect,V,ARGNO3P;ARGAC2S;IND;PST;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.pluperfect,V,ARGNO1S;ARGAC3S;IND;PST;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.pluperfect,V,ARGNO2S;ARGAC3S;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.pluperfect,V,ARGNO3S;ARGAC3S;IND;PST;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.pluperfect,V,ARGNO1P;ARGAC3S;IND;PST;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.pluperfect,V,ARGNO2P;ARGAC3S;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.pluperfect,V,ARGNO3P;ARGAC3S;IND;PST;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.pluperfect,V,ARGNO2S;ARGAC1P;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.pluperfect,V,ARGNO3S;ARGAC1P;IND;PST;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.pluperfect,V,ARGNO2P;ARGAC1P;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.pluperfect,V,ARGNO3P;ARGAC1P;IND;PST;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.pluperfect,V,ARGNO1S;ARGAC2P;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.pluperfect,V,ARGNO3S;ARGAC2P;IND;PST;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.pluperfect,V,ARGNO1P;ARGAC2P;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.pluperfect,V,ARGNO3P;ARGAC2P;IND;PST;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.pluperfect,V,ARGNO1S;ARGAC3P;IND;PST;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.pluperfect,V,ARGNO2S;ARGAC3P;IND;PST;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.pluperfect,V,ARGNO3S;ARGAC3P;IND;PST;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.pluperfect,V,ARGNO1P;ARGAC3P;IND;PST;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.pluperfect,V,ARGNO2P;ARGAC3P;IND;PST;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.pluperfect,V,ARGNO3P;ARGAC3P;IND;PST;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.perfect subjunctive,V,ARGNO2S;ARGAC1S;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.perfect subjunctive,V,ARGNO3S;ARGAC1S;SBJV;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.perfect subjunctive,V,ARGNO2P;ARGAC1S;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.perfect subjunctive,V,ARGNO3P;ARGAC1S;SBJV;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.perfect subjunctive,V,ARGNO1S;ARGAC2S;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.perfect subjunctive,V,ARGNO3S;ARGAC2S;SBJV;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.perfect subjunctive,V,ARGNO1P;ARGAC2S;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.perfect subjunctive,V,ARGNO3P;ARGAC2S;SBJV;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO1S;ARGAC3S;SBJV;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO2S;ARGAC3S;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO3S;ARGAC3S;SBJV;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO1P;ARGAC3S;SBJV;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO2P;ARGAC3S;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.perfect subjunctive,V,ARGNO3P;ARGAC3S;SBJV;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.perfect subjunctive,V,ARGNO2S;ARGAC1P;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.perfect subjunctive,V,ARGNO3S;ARGAC1P;SBJV;PRF
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.perfect subjunctive,V,ARGNO2P;ARGAC1P;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.perfect subjunctive,V,ARGNO3P;ARGAC1P;SBJV;PRF
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.perfect subjunctive,V,ARGNO1S;ARGAC2P;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.perfect subjunctive,V,ARGNO3S;ARGAC2P;SBJV;PRF
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.perfect subjunctive,V,ARGNO1P;ARGAC2P;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.perfect subjunctive,V,ARGNO3P;ARGAC2P;SBJV;PRF
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO1S;ARGAC3P;SBJV;PRF
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO2S;ARGAC3P;SBJV;PRF
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO3S;ARGAC3P;SBJV;PRF
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO1P;ARGAC3P;SBJV;PRF
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO2P;ARGAC3P;SBJV;PRF
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.perfect subjunctive,V,ARGNO3P;ARGAC3P;SBJV;PRF
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.aorist,V,ARGNO2S;ARGAC1S;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.aorist,V,ARGNO3S;ARGAC1S;IND;PST;PFV
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.aorist,V,ARGNO2P;ARGAC1S;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.aorist,V,ARGNO3P;ARGAC1S;IND;PST;PFV
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.aorist,V,ARGNO1S;ARGAC2S;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.aorist,V,ARGNO3S;ARGAC2S;IND;PST;PFV
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.aorist,V,ARGNO1P;ARGAC2S;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.aorist,V,ARGNO3P;ARGAC2S;IND;PST;PFV
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.aorist,V,ARGNO1S;ARGAC3S;IND;PST;PFV
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.aorist,V,ARGNO2S;ARGAC3S;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.aorist,V,ARGNO3S;ARGAC3S;IND;PST;PFV
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.aorist,V,ARGNO1P;ARGAC3S;IND;PST;PFV
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.aorist,V,ARGNO2P;ARGAC3S;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.aorist,V,ARGNO3P;ARGAC3S;IND;PST;PFV
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.aorist,V,ARGNO2S;ARGAC1P;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.aorist,V,ARGNO3S;ARGAC1P;IND;PST;PFV
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.aorist,V,ARGNO2P;ARGAC1P;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.aorist,V,ARGNO3P;ARGAC1P;IND;PST;PFV
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.aorist,V,ARGNO1S;ARGAC2P;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.aorist,V,ARGNO3S;ARGAC2P;IND;PST;PFV
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.aorist,V,ARGNO1P;ARGAC2P;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.aorist,V,ARGNO3P;ARGAC2P;IND;PST;PFV
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.aorist,V,ARGNO1S;ARGAC3P;IND;PST;PFV
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.aorist,V,ARGNO2S;ARGAC3P;IND;PST;PFV
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.aorist,V,ARGNO3S;ARGAC3P;IND;PST;PFV
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.aorist,V,ARGNO1P;ARGAC3P;IND;PST;PFV
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.aorist,V,ARGNO2P;ARGAC3P;IND;PST;PFV
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.aorist,V,ARGNO3P;ARGAC3P;IND;PST;PFV
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.imperative,V,ARGNO2P;ARGAC1S;IMP
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.imperative,V,ARGNO2S;ARGAC1S;IMP
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.imperative,V,ARGNO2P;ARGAC3S;IMP
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.imperative,V,ARGNO2S;ARGAC3S;IMP
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.imperative,V,ARGNO2P;ARGAC1P;IMP
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.imperative,V,ARGNO2S;ARGAC1P;IMP
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.imperative,V,ARGNO2P;ARGAC3P;IMP
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.imperative,V,ARGNO2S;ARGAC3P;IMP
ARGNO2.ARGNOSG.ARGAC1.ARGACSG.optative,V,ARGNO2S;ARGAC1S;OPT
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.optative,V,ARGNO3S;ARGAC1S;OPT
ARGNO2.ARGNOPL.ARGAC1.ARGACSG.optative,V,ARGNO2P;ARGAC1S;OPT
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.optative,V,ARGNO3P;ARGAC1S;OPT
ARGNO1.ARGNOSG.ARGAC2.ARGACSG.optative,V,ARGNO1S;ARGAC2S;OPT
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.optative,V,ARGNO3S;ARGAC2S;OPT
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.optative,V,ARGNO1P;ARGAC2S;OPT
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.optative,V,ARGNO3P;ARGAC2S;OPT
ARGNO1.ARGNOSG.ARGAC3.ARGACSG.optative,V,ARGNO1S;ARGAC3S;OPT
ARGNO2.ARGNOSG.ARGAC3.ARGACSG.optative,V,ARGNO2S;ARGAC3S;OPT
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.optative,V,ARGNO3S;ARGAC3S;OPT
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.optative,V,ARGNO1P;ARGAC3S;OPT
ARGNO2.ARGNOPL.ARGAC3.ARGACSG.optative,V,ARGNO2P;ARGAC3S;OPT
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.optative,V,ARGNO3P;ARGAC3S;OPT
ARGNO2.ARGNOSG.ARGAC1.ARGACPL.optative,V,ARGNO2S;ARGAC1P;OPT
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.optative,V,ARGNO3S;ARGAC1P;OPT
ARGNO2.ARGNOPL.ARGAC1.ARGACPL.optative,V,ARGNO2P;ARGAC1P;OPT
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.optative,V,ARGNO3P;ARGAC1P;OPT
ARGNO1.ARGNOSG.ARGAC2.ARGACPL.optative,V,ARGNO1S;ARGAC2P;OPT
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.optative,V,ARGNO3S;ARGAC2P;OPT
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.optative,V,ARGNO1P;ARGAC2P;OPT
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.optative,V,ARGNO3P;ARGAC2P;OPT
ARGNO1.ARGNOSG.ARGAC3.ARGACPL.optative,V,ARGNO1S;ARGAC3P;OPT
ARGNO2.ARGNOSG.ARGAC3.ARGACPL.optative,V,ARGNO2S;ARGAC3P;OPT
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.optative,V,ARGNO3S;ARGAC3P;OPT
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.optative,V,ARGNO1P;ARGAC3P;OPT
ARGNO2.ARGNOPL.ARGAC3.ARGACPL.optative,V,ARGNO2P;ARGAC3P;OPT
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.optative,V,ARGNO3P;ARGAC3P;OPT
ARGNO3.ARGNOSG.ARGAC1.ARGACSG.imperative,V,ARGNO3S;ARGAC1S;IMP
ARGNO3.ARGNOPL.ARGAC1.ARGACSG.imperative,V,ARGNO3P;ARGAC1S;IMP
ARGNO3.ARGNOSG.ARGAC2.ARGACSG.imperative,V,ARGNO3S;ARGAC2S;IMP
ARGNO1.ARGNOPL.ARGAC2.ARGACSG.imperative,V,ARGNO1P;ARGAC2S;IMP
ARGNO3.ARGNOPL.ARGAC2.ARGACSG.imperative,V,ARGNO3P;ARGAC2S;IMP
ARGNO3.ARGNOSG.ARGAC3.ARGACSG.imperative,V,ARGNO3S;ARGAC3S;IMP
ARGNO1.ARGNOPL.ARGAC3.ARGACSG.imperative,V,ARGNO1P;ARGAC3S;IMP
ARGNO3.ARGNOPL.ARGAC3.ARGACSG.imperative,V,ARGNO3P;ARGAC3S;IMP
ARGNO3.ARGNOSG.ARGAC1.ARGACPL.imperative,V,ARGNO3S;ARGAC1P;IMP
ARGNO3.ARGNOPL.ARGAC1.ARGACPL.imperative,V,ARGNO3P;ARGAC1P;IMP
ARGNO3.ARGNOSG.ARGAC2.ARGACPL.imperative,V,ARGNO3S;ARGAC2P;IMP
ARGNO1.ARGNOPL.ARGAC2.ARGACPL.imperative,V,ARGNO1P;ARGAC2P;IMP
ARGNO3.ARGNOPL.ARGAC2.ARGACPL.imperative,V,ARGNO3P;ARGAC2P;IMP
ARGNO3.ARGNOSG.ARGAC3.ARGACPL.imperative,V,ARGNO3S;ARGAC3P;IMP
ARGNO1.ARGNOPL.ARGAC3.ARGACPL.imperative,V,ARGNO1P;ARGAC3P;IMP
ARGNO3.ARGNOPL.ARGAC3.ARGACPL.imperative,V,ARGNO3P;ARGAC3P;IMP
